27.8,27.3,27.9,29.7
27.7,27.3,28,29.8
27.6,27.3,28.1,30
27.6,27.4,28.2,30.2
27.5,27.4,28.3,30.4
27.5,27.4,28.4,30.6
27.4,27.4,28.5,30.8
27.4,27.5,28.6,31
27.4,27.5,28.7,31.2
27.3,27.6,28.8,31.4
27.3,27.6,29,31.6
27.3,27.7,29.1,31.8
27.3,27.7,29.2,32
27.3,27.8,29.4,32.3
27.3,27.9,29.5,
